,0,1,2,3,4,5,6,7,8,9,10,11,12,13
26,4,8,5,1,0,80.00,3,stumped,2,,v New Zealand,Chester-le-Street,20 Jun 2015,ODI # 3659
27,2,19,6,0,0,33.33,3,bowled,2,,v Sri Lanka,Nottingham,21 Jun 2016,ODI # 3751
28,DNB,-,-,-,-,-,-,-,2,,v Sri Lanka,Birmingham,24 Jun 2016,ODI # 3753
29,11*,15,16,1,0,68.75,3,not out,2,,v Sri Lanka,Bristol,26 Jun 2016,ODI # 3755
30,65,83,54,9,0,120.37,3,caught,2,,v Sri Lanka,The Oval,29 Jun 2016,ODI # 3757
31,93,149,106,6,0,87.73,3,bowled,1,,v Sri Lanka,Cardiff,2 Jul 2016,ODI # 3758
32,61,101,72,6,0,84.72,3,run out,2,,v Pakistan,Southampton,24 Aug 2016,ODI # 3770
33,89,201,108,5,0,82.40,3,caught,2,,v Pakistan,Lord's,27 Aug 2016,ODI # 3771
34,85,146,86,8,0,98.83,3,caught,1,,v Pakistan,Nottingham,30 Aug 2016,ODI # 3773
35,30,45,26,5,1,115.38,3,caught,2,,v Pakistan,Leeds,1 Sep 2016,ODI # 3775
36,9,21,9,1,0,100.00,3,bowled,1,,v Pakistan,Cardiff,4 Sep 2016,ODI # 3777
37,49*,78,52,7,0,94.23,3,not out,2,,v Ireland,Bristol,5 May 2017,ODI # 3864
38,73,106,73,8,0,100.00,3,caught,1,,v Ireland,Lord's,7 May 2017,ODI # 3865
39,37,93,51,2,0,72.54,3,caught,1,,v South Africa,Leeds,24 May 2017,ODI # 3872
40,39,50,41,6,0,95.12,3,run out,1,,v South Africa,Southampton,27 May 2017,ODI # 3873
41,2,6,5,0,0,40.00,3,lbw,1,,v South Africa,Lord's,29 May 2017,ODI # 3874
42,133*,202,129,11,1,103.10,3,not out,2,,v Bangladesh,The Oval,1 Jun 2017,ODI # 3875
43,64,122,65,4,2,98.46,3,bowled,1,,v New Zealand,Cardiff,6 Jun 2017,ODI # 3880
44,15,25,14,2,0,107.14,3,caught,2,,v Australia,Birmingham,10 Jun 2017,ODI # 3885
